Position Y,Position X,Position Z
106360,386960,10.21
106370,386970,10.21
106480,386960,10.29
106010.71,386952.32,10.32
106370,386960,10.3
106410,386975,10.3
106495,386955,10.17
106520,386955,10.12
106355,386970,10.11
106310.98,386951.24,10.1
106470,386960,10.13
106420,386975,10.17
106345,386970,10.14
106450,386970,10.14
106950,386610,6.25
106700,386610,6.25
106990,386610,6.19
106930,386620,6.27
106940,386620,6.35
106940,386610,6.33
106950,386620,6.29
106960,386610,6.19
106671.49,386619.48,6.01
106969.52,386617.53,5.99
106679.41,386610.51,5.9
106700,386620,6.05
106980,386615,6.14
107000,386620,6.12
106988.67,386620.45,6.07
106930,386610,6.37
106431.45,386614.41,7.44
105740,386625,7.44
106445.39,386602.68,7.39
106630,386620,7.5
106445.36,386613.12,7.88
106600,386620,7.78
106435.56,386604.96,7.77
106650,386610,7.34
106662.96,386611.34,7.04
106636.63,386602.54,6.99
105730,386615,6.81
106629.03,386609.48,7.1
106610.35,386624.46,7.2
106648.32,386624.63,7.19
106618.46,386618.16,7.13
106710,386620,5.85
106907.9,386612.57,5
106855,386615,4.99
106872.16,386610.64,4.98
106881.15,386604,5.02
106840,386610,5.07
106900,386620,5.07
105730,386625,5.06
106756.5,386621.32,4.93
106760,386610,4.8
106792.75,386617.86,4.78
106785.07,386610.84,4.75
106831.3,386619.35,4.85
106780,386620,4.88
106775,386605,4.86
106850,386625,4.85
106815,386610,5.09
106692.73,386601.12,5.68
106730,386620,5.6
106721.83,386610.65,5.55
106920,386620,5.73
106709.98,386608.07,5.83
106689.89,386611.65,5.78
106682.32,386620.97,5.74
106878.89,386620.01,5.45
106893.3,386600.53,5.15
106889.03,386619.79,5.1
106803.2,386611.43,5.1
106920.86,386601.8,5.26
106740,386620,5.39
105720,386610,5.38
106820,386620,5.27
106517.65,386609.75,8.9
106538.6,386612.08,8.89
106493.69,386624.06,8.88
106215,386620,8.93
106270,386610,9.01
106548.22,386607.55,8.98
106205,386625,8.94
106240,386625,8.88
106509.48,386620.52,8.67
106230,386610,8.67
106511.63,386601.71,8.66
106260,386610,8.72
106220,386610,8.81
106504.4,386609.08,8.75
106240,386615,8.75
105785.45,386613.29,9.02
106295,386620,9.33
106205,386610,9.31
106300,386610,9.26
106190,386610,9.33
106260,386625,9.45
105776.57,386606.75,9.42
106195,386625,9.39
106270,386620,9.25
106185,386620,9.12
105740,386605,9.06
105750,386620,9.02
106285,386620,9.16
106250,386610,9.22
106305,386620,9.22
105754.84,386611.12,9.18
106290,386610,8.66
106398.74,386605.58,8.3
106580.25,386622.87,8.22
106455.92,386606.75,8.19
106493.64,386611.33,8.32
106485.56,386604.06,8.4
106590,386610,8.39
105740,386615,8.35
106610,386610,8.18
106435.94,386624.45,8.05
106411.17,386615.62,7.92
106418.26,386606.73,7.9
106403.66,386623.45,8.05
106499.01,386600.49,8.17
105730,386605,8.15
106590,386620,8.09
106468.81,386608.09,8.41
106310,386610,8.57
106280,386610,8.56
106479.82,386614.26,8.54
106557.62,386612.99,8.57
106567.08,386617.02,8.6
106528.3,386609.5,8.6
106548.35,386621.92,8.57
106388.21,386620.87,8.53
106600,386610,8.45
106240,386605,8.44
106585.18,386600.53,8.43
106250,386620,8.48
106471.55,386624.23,8.53
106580,386610,8.53
106538.33,386601.62,8.52
106825.33,386610.86,4.71
105769.16,386593.47,9.32
106220,386585,9.29
105738.66,386585.58,9.28
105745.65,386596.31,9.32
105759.56,386589.12,9.63
105789.85,386583.01,9.56
105787.17,386596.46,9.44
105735,386595,9.25
106235,386585,9.03
106210,386600,9.01
106295,386590,8.98
105759.48,386577.55,9.05
106300,386600,9.15
106568.55,386597.24,9.11
106245,386585,9.06
105777.85,386585.64,9.64
105825.14,386596.62,10.34
106200,386580,10.34
106180,386600,10.32
105817.96,386588.72,10.37
105815.96,386578,10.6
106180,386590,10.59
106170,386595,10.52
105801.25,386582.99,10.32
105760,386600,9.86
105721.54,386575.34,9.81
105796.66,386592.57,9.72
106190,386600,10.06
106205,386590,10.22
106210,386580,10.21
106200,386600,10.1
106260,386590,8.96
106235,386595,8.58
106275,386585,8.56
106620,386580,8.55
106610,386600,8.6
106630,386580,8.66
106581.32,386576.42,8.65
106315,386580,8.6
106410.14,386597.48,8.55
106564.05,386582.07,8.52
106310,386600,8.52
106592.35,386593.07,8.52
106527.25,386587.8,8.53
106530.29,386577.94,8.53
106424.86,386598.72,8.53
106600,386600,8.53
106285,386585,8.66
106339.48,386577.19,8.88
106325,386580,8.87
106245,386595,8.87
106260,386580,8.92
106225,386600,8.93
106305,386590,8.93
106315,386590,8.92
106303.11,386578.32,8.86
106255,386600,8.71
106597.86,386583.5,8.7
106280,386600,8.69
106580,386590,8.78
106522.45,386597.97,8.82
106265,386600,8.8
105725,386590,8.78
106085,386580,11.89
105965.01,386584.99,11.84
106005,386590,11.83
105850,386585,11.91
106075,386595,11.96
106010.01,386600,11.95
106042.84,386575.64,11.94
106027.66,386594.85,11.83
106040,386590,11.8
106095,386580,11.79
105995,386599.99,11.79
106075,386580,11.81
106021.38,386585.98,11.83
105925,386584.99,11.82
105988.84,386584.15,11.82
105935,386599.99,11.97
105899.21,386578.59,12.25
105880,386585,12.19
105893.54,386589.73,12.17
105908.93,386595.67,12.26
106748.41,386613.45,4.36
106862.73,386622.93,4.33
105897.51,386599.47,12.36
105910.93,386583.91,12.1
105945.01,386580,11.99
105994.34,386575.46,11.98
105980,386595,11.97
105920.87,386599.77,12
105885.6,386575.88,12.07
105946.18,386594.45,12.01
105970,386595,12
105848.45,386599.75,11.78
106135.01,386589.99,11.09
106135,386579.99,10.99
106145,386585,10.99
106135,386600,11.14
106125,386599.99,11.35
105862.28,386579.04,11.27
105826.45,386576.09,11.26
105836.42,386597.92,10.93
106195,386590,10.65
106155,386585,10.64
105809.23,386594.08,10.62
106170,386585,10.67
106160,386595,10.85
106145,386595,10.82
105827.99,386586.92,10.82
106115,386580,11.47
105838.17,386587.88,11.69
106059.12,386581.98,11.69
106095,386590,11.68
106057.25,386594.08,11.71
106040,386600,11.76
106085,386595,11.76
105935,386580,11.73
105955.01,386580,11.65
106110,386595,11.55
106105,386585,11.53
106125.01,386589.99,11.5
105870.07,386591.43,11.6
105960,386594.99,11.64
106095.01,386600,11.64
106048.86,386584.3,11.61
106549.68,386638.57,8.52
105765,386650,8.5
106377.7,386642.91,8.47
105755,386640,8.58
105750,386630,8.62
106559.3,386631.2,8.62
106260,386650,8.59
106569.74,386631.15,8.41
106580.16,386633.03,8.18
106388.37,386646.02,8.13
106421.36,386636.75,8.05
106564.55,386639.84,8.27
106385.79,386636.08,8.39
106559.15,386648.4,8.31
106543.33,386649.68,8.29
106205,386650,8.63
106473.7,386634.09,8.79
106525.67,386627.82,8.78
106195,386645,8.78
106483.57,386626.17,8.79
106512.85,386644.73,8.91
106270,386630,8.9
106431.58,386639.33,8.82
106442.09,386644.61,8.76
106515.18,386629.84,8.68
106539.32,386639.67,8.66
106523.69,386641.54,8.63
106300,386630,8.71
106504.82,386636.55,8.76
106539.31,386629.04,8.74
106484.09,386647.96,8.72
106398.48,386632.33,7.93
106985,386640,6.41
106950,386630,6.33
106980,386630,6.28
106985,386650,6.44
105745,386640,6.69
107000,386640,6.54
107000,386650,6.44
107014.13,386627.7,6.26
106972.55,386641.46,6.12
106660,386650,6.12
106960,386640,6.07
106992.67,386632.57,6.12
106960,386630,6.24
106970,386630,6.19
106940,386630,6.19
106640,386640,6.97
105755,386650,7.58
106610.39,386635.01,7.56
106610,386650,7.56
106620,386640,7.61
106413.4,386643.59,7.87
106400.79,386648.36,7.86
106410.81,386631.44,7.79
106599.56,386645.05,7.52
106620,386630,7.42
106581.21,386649.31,7.36
106597,386634.97,7.34
106630,386640,7.44
106424.05,386626.58,7.52
106588.92,386642.55,7.48
106634.91,386629.66,7.47
106160,386635,10.13
105834.78,386643.94,10.11
105824.23,386636.68,10.11
105852.57,386640.54,10.38
105861.25,386645.68,10.64
105847.02,386629.91,10.48
106140,386635,10.47
106170,386630,10.04
105821.08,386647.88,9.58
105801.55,386647.45,9.52
106305,386640,9.52
105803.9,386628.22,9.63
106155,386645,10.01
106494.83,386648.37,9.83
105811.75,386642.23,9.68
106150,386635,10.74
105992.22,386629.94,11.46
105869.12,386638.98,11.44
106001.95,386643.97,11.39
106037.13,386641.32,11.47
106105,386635,11.57
106110,386644.99,11.55
106045.27,386649.52,11.54
106043.29,386629.58,11.39
106130,386634.99,10.93
106135,386645,10.78
105836.6,386633.85,10.78
105858.46,386632.26,11.14
106115,386635,11.38
105986.12,386642.99,11.37
106120,386645,11.25
106165,386645,9.45
106228.92,386628,9.02
105763.97,386627.61,9.01
106290,386645,8.99
106250,386640,9.06
105769.21,386637.56,9.15
106225,386645,9.08
106426.6,386648.54,9.06
106240,386650,8.98
106366.02,386636.29,8.93
106353.43,386646.65,8.93
106215,386630,8.91
106281.81,386632.81,8.94
106275,386645,8.97
106483.65,386636.38,8.95
106493.95,386638.11,8.94
106215,386640,9.16
106200,386635,9.33
105797.97,386637.4,9.32
106367.62,386646.23,9.29
105813.35,386632.25,9.34
106180,386630,9.43
105790.83,386628.62,9.42
106185,386650,9.41
106378.92,386626.95,9.28
105776.11,386648.29,9.19
106250,386630,9.17
106250,386650,9.17
106260,386640,9.2
106190,386635,9.25
106175,386640,9.23
106240,386640,9.2
106946.49,386641.14,6.06
105986.24,386621.32,11.83
106045.01,386610,11.8
106022.14,386621.72,11.79
106055.01,386609.99,11.85
105935,386609.99,11.89
106090,386609.99,11.89
105967.93,386619.63,11.86
106010,386610,11.78
106070,386605,11.72
106095,386620,11.72
106100,386609.99,11.69
105980.01,386610,11.74
106065,386615,11.76
106005.48,386624.47,11.76
106080,386610,11.76
106055,386625,11.9
105893.4,386624.57,12.12
105945,386610,12.11
105925,386625,12.05
105878.11,386611.78,12.19
105925.01,386615,12.26
105862.18,386601.53,12.22
105901.4,386617.51,12.2
105935,386624.99,12.04
106085,386625,11.97
105955,386614.99,11.94
105864.24,386622.43,11.91
106020,386609.99,11.97
105945.01,386620,12.03
105955.01,386604.99,12.03
106030,386609.99,12
106000,386609.99,11.66
105812.98,386604.12,10.42
106175,386620,10.34
105821.26,386623.28,10.32
106170,386605,10.56
106160,386610,10.61
106165,386620,10.59
106145,386625,10.58
106180,386610,10.31
105811.38,386616.09,9.78
105796.09,386610.56,9.77
105781.98,386623.04,9.72
105802.65,386602.13,9.96
105834.51,386609.53,10.31
105841.14,386620.17,10.25
105772.83,386618.65,10.03
106135,386625,10.62
105847.05,386611.38,11.54
106037.03,386618.7,11.42
106115,386624.99,11.39
106105,386620,11.55
105887.79,386614.65,11.66
106110,386605,11.64
106120,386610,11.57
105854.1,386622.33,11.3
106150,386605,10.95
106140.01,386614.99,10.91
106155,386625,10.71
106125,386620,11.08
105878.16,386600.69,11.27
105825.1,386613.86,11.18
106130,386610,11.15
106880,386630,5.4
106731.03,386633.62,5.39
106699.76,386641.39,5.38
106692.7,386649.27,5.42
106720,386630,5.54
106750,386640,5.49
106732.41,386643.63,5.48
106830,386630,5.37
106830,386650,5.24
106830,386640,5.22
106885,386640,5.22
106820,386650,5.24
106920,386630,5.32
106760,386640,5.28
106750,386630,5.25
106750,386650,5.55
107015,386642.68,5.9
106960,386650,5.87
106657.95,386628.5,5.82
106930,386630,5.93
106668.71,386640.91,6.01
106682.13,386631.63,5.97
107004.45,386630.82,5.94
106648.87,386645.58,5.79
106710,386640,5.63
106710,386630,5.57
106698.98,386630.48,5.56
106658.45,386638.89,5.65
106681.57,386646.28,5.77
106668.73,386630.49,5.74
106720,386640,5.7
106770,386650,5.21
106896.36,386640.11,4.9
106768.34,386629.78,4.89
106792.69,386628.52,4.89
106911.52,386646.97,4.9
106780,386630,4.96
106900,386650,4.96
106890,386650,4.93
106807.43,386636.83,4.82
105735,386635,4.63
105745,386650,4.57
105915.01,386615,12.34
106871.58,386639.03,4.69
106860,386635,4.82
106839.53,386634.02,4.79
106802.68,386625.98,4.74
106875,386650,4.97
106850,386635,5.12
106908.67,386634.46,5.1
106810,386650,5.09
106780,386650,5.15
106840,386650,5.18
106891.6,386629.94,5.16
106819.3,386630.16,5.16
106770,386640,5.09
106790,386640,5.01
106935.75,386642.76,5.01
106925.03,386639.68,5
106800,386650,5.03
106790,386650,5.09
106856.42,386647.27,5.06
106780,386640,5.05
106004.1,386540.17,11.67
106027.31,386527.32,11.67
105985,386545,11.62
106080,386545,11.68
105995,386544.99,11.74
106125,386534.99,11.69
106115,386530,11.69
106105,386550,11.6
105945.01,386550,11.55
105820,386540,11.54
105975,386545,11.54
105995.01,386534.99,11.57
106115,386550,11.59
105825,386550,11.58
105827.76,386528.56,11.58
105965,386545,11.76
106090,386535,11.84
106015,386544.99,11.83
105935,386545,11.83
105900,386530,11.84
105925,386535,11.88
106025,386545,11.87
105915,386540,11.86
105985.01,386534.99,11.83
105965,386530,11.77
105920,386550,11.77
106062.91,386541.97,11.76
105935,386535,11.78
105889.5,386541.97,11.82
105950.01,386539.99,11.82
106100,386540,11.8
106125,386545,11.54
106195,386540,10.8
106165,386550,10.78
106200,386530,10.78
106145,386550,10.93
106135,386545,10.98
106185,386530,10.96
106185,386540,10.96
106210,386550,10.69
106220,386540,10.54
105783.06,386542.07,10.29
106235,386545,10.17
106205,386540,10.55
105793.13,386539.75,10.67
106195,386550,10.66
106215,386530,10.64
106155,386550,11.01
106039.75,386533.71,11.47
106052.89,386539.9,11.41
106090,386545,11.41
105810,386530,11.47
106043.58,386544.09,11.52
105955.01,386549.99,11.5
106115,386540,11.47
106135,386535,11.41
105803.3,386541.91,11.13
106175,386550,11.11
105839.2,386544.24,11.09
106175,386535,11.13
105800,386530,11.18
106150,386540,11.16
106160,386540,11.16
106933.11,386568.3,6.04
106750,386560,5.94
106915.36,386558.79,5.88
106890,386575,6.04
106735.16,386561.59,6.08
106860,386560,6.06
106900,386560,6.05
106880,386560,5.87
106818.22,386558.13,5.7
106800,386560,5.69
106775,386560,5.68
106731.15,386574.6,5.74
106870.5,386566.47,5.84
106742.81,386569.52,5.77
106790,386570,5.75
106890,386560,6.1
106687.74,386570.34,7.31
106696.14,386563.24,7.15
106706.74,386558.27,7.1
106507.2,386560.72,7.37
106454.03,386571.89,7.73
106651.91,386571.73,7.69
105700,386565,7.67
106940,386560,6.83
106725.22,386564.05,6.36
105700,386575,6.21
106920,386570,6.2
105685,386555,6.5
106950,386570,6.82
106705.7,386572.82,6.76
106715.31,386566.65,6.67
105690,386565,5.68
106070,386530,12.08
105873.31,386535.28,12.06
105853.14,386532.08,12.06
105863.41,386546.03,12.08
106018.29,386531.7,12.27
105849.31,386544.06,12.21
106080,386535,12.09
105880.24,386548.65,12.01
105910,386550,11.92
105886.08,386531.14,11.91
105975.01,386535,11.91
105905,386540,11.94
105837.87,386531.91,12
105950,386529.99,11.98
105899.99,386549.94,11.95
105864.25,386529.1,12.37
106775,386570,5.52
106870.5,386555.56,5.51
106810,386570,5.51
106800,386570,5.54
106785.47,386552.49,5.64
106905.4,386572.57,5.62
106765,386560,5.6
106830,386560,5.44
106765,386570,5.24
106840,386570,5.23
106850.46,386563.76,5.21
106860.11,386570.22,5.26
106820,386570,5.4
106755,386570,5.35
106840,386560,5.33
106230,386535,10.08
106685.12,386547.27,7.69
106705.25,386530.86,7.67
106700,386550,7.63
106720,386530,7.72
106495.77,386539.64,7.77
106521.19,386534.19,7.76
106477.87,386549.37,7.73
106502.71,386526.57,7.62
106720,386550,6.88
106750,386530,6.78
106730,386550,6.65
105675,386535,7.04
106507.9,386539.44,7.61
106695.3,386537.05,7.57
106720,386540,7.31
106487.34,386545.94,7.8
106335,386540,8.28
106504.49,386548.92,8.2
106539.33,386531.88,8.19
106672.14,386539.79,8.29
106300,386530,8.39
106563.24,386531.8,8.29
106555.33,386542.59,8.29
106525.84,386547.72,8.16
106490.08,386529.7,7.85
106462.16,386547.86,7.85
106710,386540,7.82
106478.42,386538.47,7.86
105685,386545,8.11
106410.5,386525.63,8
106533.34,386540.65,7.93
106735.54,386534.1,6.56
106810,386550,5.89
106825,386550,5.88
106890.33,386525.73,5.87
106880.19,386532.03,5.9
106890,386550,5.95
106890,386540,5.93
106850,386540,5.9
106878.71,386545.76,5.83
106800,386550,5.75
106780,386540,5.74
106800,386530,5.73
106790,386530,5.78
106780,386530,5.82
106770,386540,5.81
106867.83,386539.69,5.8
106760,386540,5.98
106750,386550,6.26
106900,386530,6.23
106900,386540,6.18
106750,386540,6.28
106740,386550,6.51
106926.56,386550.19,6.4
106918.97,386541.91,6.32
106760,386530,6.16
106850,386530,6.01
106770,386530,5.99
106760,386550,5.98
106900,386550,6.03
106910,386550,6.15
106860,386530,6.06
106839.16,386533.75,6.04
106275,386540,8.93
106315,386535,8.93
105735.81,386539.61,8.92
106325,386545,8.96
106280,386550,9.03
106350,386545,9.02
106285,386530,9.01
106260,386535,8.91
106590,386550,8.76
106574.32,386549.14,8.76
106640,386550,8.75
106383.47,386543.48,8.77
105685,386535,8.85
106300,386540,8.8
106285,386540,8.79
106245,386540,9.08
105751.1,386536.08,9.39
105726.39,386543.42,9.37
105695,386535,9.37
105743.04,386527.6,9.41
106240,386530,10.01
105781.46,386531.04,9.94
105749.19,386546.85,9.53
105770.8,386545.47,9.3
105724.41,386531.61,9.21
105764.67,386535.71,9.16
105704.25,386529.89,9.12
105695,386545,9.22
105759.84,386548.85,9.29
105758.89,386527.36,9.28
105708.94,386539.25,9.23
106366.66,386543.6,8.72
106290,386550,8.55
106582,386534.62,8.55
106650,386530,8.55
106340,386530,8.56
106255,386545,8.59
106620,386540,8.58
106355,386530,8.56
106265,386545,8.53
106662.68,386547.75,8.5
106275,386530,8.43
106684.94,386528.33,8.43
106625.99,386531.53,8.51
106610,386540,8.52
106563.82,386547.88,8.51
106340,386550,8.51
106570,386540,8.6
106627.74,386547.39,8.68
106636.03,386537.49,8.67
106383.46,386532.58,8.65
106373.52,386534.95,8.69
106670,386530,8.72
106600,386550,8.71
106650,386550,8.7
106397.87,386533.29,8.65
106325,386535,8.62
106591.9,386527.5,8.62
106600,386540,8.61
106610,386530,8.63
106660,386530,8.64
106310,386545,8.64
106650,386540,8.63
106810,386600,5.16
106750,386590,5.16
106820,386600,5.15
106791.93,386585.28,5.17
106850.45,386578.3,5.23
106810,386590,5.22
106840,386600,5.18
106830,386600,5.13
106840.32,386581.17,5.06
106879.63,386577.57,5.05
106775,386590,5.02
106765,386580,5.07
106830.77,386577.25,5.12
106822.79,386584.02,5.11
106750,386580,5.08
106810,386580,5.24
106895.96,386584.49,5.5
106860,386600,5.49
106740,386590,5.48
106724.25,386582.26,5.56
106908.81,386583.86,5.7
106730,386600,5.69
106714.7,386592.51,5.62
105710,386595,5.42
106790,386600,5.29
106872.2,386584.37,5.26
106800,386600,5.25
106870,386600,5.34
106848.01,386588.52,5.42
106780,386580,5.38
106850,386600,5.35
106755,386600,5
106015.31,386574.62,11.77
105935,386570,11.76
106105,386574.99,11.74
105990,386554.99,11.77
105970.01,386575,11.83
105939.99,386560,11.79
105835,386560,11.78
105840,386570,11.72
105990.01,386564.99,11.69
106115,386570,11.68
105930,386555,11.65
106040,386565,11.71
105950,386569.99,11.72
106025.52,386571.34,11.72
105925,386574.99,11.72
106080,386560,11.89
105875,386560,12.18
105865,386560,12.14
105887.44,386556.4,12.09
105875,386575,12.23
106745,386600,4.84
106761.55,386592.12,4.77
105893.35,386565.63,12.24
105901.88,386559.83,12.08
106009.64,386555,11.95
106094.99,386569.99,11.9
106115,386560,11.89
106075,386570,11.97
105914.93,386573.74,12.05
105904.9,386569.87,12.04
105915.01,386559.99,12
106432.96,386588.54,7.98
105715,386585,7.93
106440.57,386579.39,7.92
106495.79,386577.61,8.02
106443,386592.52,8.07
106463.75,386578.78,8.06
106471.61,386586.82,8.06
106660,386580,7.86
106650,386600,7.58
106670,386580,7.42
106454.15,386586.39,7.4
106660,386590,7.59
106460.99,386597.51,7.81
106645.2,386580.11,7.79
106481.81,386580.34,7.64
106640.49,386591.15,8.09
106553.6,386581.71,8.47
106557.61,386597.52,8.45
106539.03,386582.89,8.43
106543.42,386592.96,8.49
106290,386600,8.5
106620,386590,8.5
106607.61,386581.25,8.49
106506.11,386577.24,8.41
106509.14,386591.85,8.21
106516.28,386583.64,8.2
106490.62,386593.15,8.17
106419.88,386588.11,8.27
106620,386600,8.41
106475.66,386599.24,8.33
106630,386590,8.29
106660,386600,7.29
106930,386590,6.17
106920,386580,6.15
106940,386580,6.13
106950,386600,6.19
106930,386580,6.3
106940,386600,6.29
106940,386590,6.27
106920,386590,6.1
106740,386580,5.8
106702.81,386597.96,5.75
106860,386590,5.74
106886.11,386586.92,5.91
106910,386600,6.04
106964.56,386600.31,6.02
105705,386585,6
106960,386590,6.31
106687.96,386583.94,7.05
106698.15,386579.8,6.95
106960,386580,6.7
106680,386590,7.11
105720,386600,7.26
106670,386590,7.25
106670,386600,7.18
106695.48,386590.67,6.69
106715.77,386576.88,6.38
106980,386600,6.36
106950,386590,6.31
106707.65,386583.9,6.45
106680,386600,6.61
106970,386590,6.56
106950,386580,6.55
106090,386560,11.65
106300,386555,8.66
106630,386570,8.66
106295,386570,8.66
106275,386575,8.69
106320,386555,8.74
106630,386560,8.72
106570,386560,8.7
106600,386560,8.65
106602.73,386571.98,8.57
106280,386560,8.56
106549.06,386564.97,8.56
106620,386570,8.58
106250,386565,8.64
106520.86,386572.56,8.63
106611.87,386562.16,8.63
106250,386555,8.75
106359.43,386566.9,8.91
106270,386555,8.9
106366.53,386558.77,8.88
106580,386560,8.95
106373.56,386550.93,9.05
106230,386575,8.98
106354.45,386556.25,8.95
106240,386565,8.83
106640,386570,8.76
106270,386565,8.76
106325,386565,8.75
106330,386555,8.78
106260,386565,8.81
106349.45,386574.47,8.79
106640,386560,8.78
106260,386555,8.56
106340,386560,8.28
105710,386575,8.24
106481.71,386569.97,8.08
106315,386565,8.31
106544.22,386574.12,8.36
106547.29,386550.5,8.35
106539.62,386557.94,8.32
106515.31,386552.17,8.03
106477.06,386561.1,7.77
106670,386570,7.76
106491.72,386566.7,7.73
106685.31,386557.46,7.87
106490.73,386556.53,7.99
106448.94,386562.56,7.95
106466.4,386565.6,7.94
105695,386555,8.38
106290,386560,8.54
106616.86,386551.64,8.53
106310,386555,8.53
106571.63,386571.93,8.55
106285,386575,8.56
106560,386570,8.56
106590.61,386569.2,8.55
106534.96,386568.2,8.53
106664.86,386557.74,8.39
106458.42,386558.1,8.39
106558.73,386557.98,8.39
106674.65,386552.3,8.39
106305,386565,8.51
106525.85,386558.84,8.5
106652.88,386561.61,8.49
106140,386560,11.11
106150,386575,11.05
106068.83,386559.23,11.01
106056.64,386562.7,11.14
106135,386569.99,11.24
105853.31,386567.74,11.2
105847.89,386558.06,11.18
106160,386565,10.82
105811.02,386564.49,10.69
106185,386575,10.68
106150,386560,10.61
106205,386560,10.72
105806.36,386552.64,10.82
106185,386555,10.81
105781.52,386552.69,10.72
106060.69,386551.97,11.29
106010.01,386565,11.57
105960,386559.99,11.55
105970,386565,11.55
105960,386569.99,11.58
105980.01,386574.99,11.61
106000.01,386565,11.6
105980,386554.99,11.58
105970,386555,11.55
106125,386555,11.44
106125,386575,11.41
105950,386559.99,11.41
105819.54,386559.03,11.46
106125,386565,11.54
105980,386564.99,11.51
106043.44,386555.61,11.46
106170,386560,10.59
105705,386555,9.32
105744.99,386564.54,9.3
105732.08,386575.14,9.26
105766.14,386558.79,9.35
105749.18,386574.23,9.47
105776.8,386562.11,9.44
106240,386575,9.39
105719.56,386555.49,9.25
105725.87,386565.38,9.18
106240,386555,9.08
105710,386565,9.05
106250,386575,9.22
105769.25,386573.58,9.25
106230,386565,9.23
105740.01,386555.47,9.23
105784.43,386571.29,9.48
106220,386555,10.48
106210,386570,10.41
105794.94,386572.23,10.36
106185,386565,10.51
106160,386575,10.58
106175,386575,10.52
106195,386570,10.52
105793.04,386550.5,10.32
106230,386555,10.15
105754.86,386559.49,9.8
105730.12,386552.82,9.6
105798.39,386559.35,10.17
105788.07,386561.88,10.28
106220,386570,10.22
105806.22,386573.53,10.21
106028.59,386629.91,11.57
107087.92,386727.28,4.87
107076.53,386735.68,4.87
105970.91,386723.22,12.52
107009.11,386739.15,4.89
107016.47,386732.3,4.94
107010,386750,4.93
107000,386750,4.9
105975.01,386710,12.5
105922.6,386715.71,12.19
105934.92,386715.32,12.18
105945.52,386714.14,12.18
105985,386714.99,12.21
105965.01,386710,12.38
105918.11,386704.4,12.35
105955.01,386709.99,12.25
106803.25,386742.61,4.95
106826.3,386725.43,5.08
106691.94,386730.92,5.06
106990,386740,5.05
106763.67,386730.25,5.14
106850,386730,5.15
106637.6,386739.37,5.14
106681.19,386739.43,5.14
106980.01,386731.85,5.04
106857.13,386742.39,5
106990,386750,4.96
106998.58,386734.43,4.96
106792.84,386748.39,5
107026.08,386745.08,5.03
106813.31,386734.99,5.01
106860,386730,5.01
105928.69,386707.04,12.17
106063.21,386700.54,11.54
106105,386710,11.47
105916.47,386723.68,11.25
106100,386720,11.7
106084.7,386712.19,11.85
106075.17,386715.99,11.8
106065.43,386719.16,11.72
106110,386720,11.24
105893.7,386719.4,10.95
106125,386725,10.88
105814.94,386716.13,10.85
105910.39,386713.87,11.02
106115,386705,11.12
105902.17,386706.72,11.06
106120,386715,11.02
106046.97,386710.19,11.86
106010.01,386720,12.09
106000.01,386720,12.08
105990.01,386705,12.06
106015,386709.99,12.11
105948.84,386723.64,12.16
105890.18,386708.29,12.12
106000,386710,12.12
106025.01,386715,12.05
106095,386710,11.91
106055,386719.99,11.91
106045,386724.99,11.89
106075.01,386705,11.92
106025,386725,12.05
106036.65,386710.27,12.02
106035,386725,11.94
106568.91,386741.27,5.7
106760,386750,5.68
107065,386745,5.65
106740,386750,5.7
106585.06,386732.85,5.76
106583.05,386743.92,5.76
106702.29,386732.24,5.72
106920,386740,5.64
106774.14,386732.89,5.58
106917.66,386729.96,5.58
106870,386740,5.56
106817.36,386745.72,5.61
106783.76,386727.81,5.63
106747.29,386742.43,5.62
106655.49,386747.55,5.61
106560.92,386747.51,5.81
106603.36,386731.85,5.97
106592.79,386740.06,5.97
106732.19,386728.69,5.97
107045,386730,5.99
106723.49,386734.02,6.06
106704.71,386744.21,6.03
106900,386740,6
107055,386730,5.96
106780,386750,5.88
106910,386740,5.84
106711.98,386736.43,5.83
106592.77,386725.42,5.9
106890,386740,5.94
106880,386740,5.92
107065,386735,5.91
107026.78,386729.36,5.56
106970,386730,5.3
106634.41,386726.8,5.29
106840,386740,5.27
106674.8,386730.12,5.32
106624.35,386733.69,5.35
106940,386750,5.34
106760,386740,5.33
106840,386730,5.26
106954.45,386738.1,5.2
106980.21,386742.77,5.2
106645.48,386730.69,5.19
106946.07,386725.53,5.22
106970,386745,5.26
106950,386750,5.23
106930,386750,5.23
106840,386750,5.35
106930,386740,5.52
106830,386750,5.51
107036.36,386741.81,5.49
106667.1,386739,5.53
106613.35,386746.21,5.56
106850,386750,5.53
106770,386750,5.53
106690,386750,5.47
106830,386740,5.41
106940,386740,5.39
106655.76,386734.96,5.38
107050.95,386745.54,5.41
106880,386730,5.42
106935,386730,5.42
106920,386750,5.42
106420.41,386722.96,10.59
107060,386720,6.37
106574.23,386712.53,6.34
106760,386720,6.3
106880,386710,6.45
106573.22,386701.23,6.66
106553.28,386720.14,6.61
106562.94,386712.97,6.56
107050,386720,6.18
106750.01,386715.22,6.09
107060,386710,6.07
106609.57,386709.83,6.04
106756.6,386706.92,6.1
106624.63,386723.41,6.14
107070,386710,6.13
106742.77,386724.73,6.13
106616.84,386702.06,6.67
106535.94,386701.19,7.76
106525.15,386707.63,7.74
106539.34,386721.03,7.55
106509.34,386725.2,7.95
